source,country,bias,factual_reporting,press_freedom,media_type,popularity,mbfc_credibility_rating,nela_gt_label
providencejournal.com,usa,,high,usa 45/180 (2020),,,,reliable
citizen.org,usa,,high,usa 45/180,,,,reliable
rfa.org,usa,,high,usa 45/180,,,,reliable
newsobserver.com,usa,,high,usa 45/180,,,,reliable
rationalwiki.org,usa,,high,usa 45/180,,,,reliable
relevantmagazine.com,usa (44/180 press freedom),left-center,high,,magazine,medium traffic,high credibility,reliable
religionnews.com,usa (44/180 press freedom),left-center,high,,organization/foundation,medium traffic,high credibility,reliable
rgj.com,usa,,high,usa 45/180,,,,reliable
represent.us,usa,,high,usa 45/180,,,,reliable
revealnews.org,usa,,high,usa 45/180,,,,reliable
rooseveltinstitute.org,usa,,high,usa 45/180,,,,reliable
sacbee.com,usa (44/180 press freedom),left-center,high,,newspaper,high traffic,high credibility,reliable
sltrib.com,usa,,high,usa 45/180,,,,reliable
expressnews.com,usa,,high,usa 45/180,,,,reliable
sandiegoreader.com,usa,,high,usa 45/180,,,,reliable
sfchronicle.com,usa (44/180 press freedom),left-center,high,,newspaper,high traffic,high credibility,reliable
sfexaminer.com,usa,,high,usa 45/180,,,,reliable
mercurynews.com,usa (44/180 press freedom),left-center,high,,newspaper,high traffic,high credibility,reliable
independent.com,usa (44/180 press freedom),left-center,high,,website,medium traffic,high credibility,reliable
saudigazette.com.sa,saudi arabia (170/180 press freedom),left-center (by saudi standards),mixed,,newspaper,medium traffic,medium credibility,mixed
scoopwhoop.com,india,,mixed,india 142/180,,,,mixed
scroll.in,india,,mixed,india 142/180,,,,mixed
seattlepi.com,usa,,high,usa 45/180,,,,reliable
sfgate.com,usa (44/180 press freedom),left-center,high,,website,high traffic,high credibility,reliable
sojo.net,usa (45/180 press freedom),left-center,high,,organization/foundation,medium traffic,high credibility,reliable
sootoday.com,canada (14/180 press freedom),left-center,high,,website,medium traffic,high credibility,reliable
spiegel.de,germany (11/180 press freedom),left-center,high,,website,high traffic,high credibility,reliable
stltoday.com,usa,,high,usa 45/180,,,,reliable
nj.com,usa,,high,usa 45/180,,,,reliable
statnews.com,usa (44/180 press freedom),left-center,high,,website,high traffic,high credibility,reliable
stepfeed.com,united arab emirates (132/180 press freedom),left-center,mixed,,website,medium traffic,medium credibility,mixed
stuff.co.nz,new zealand,,high,new zealand 9/180,,,,reliable
sunlightfoundation.com,usa,,high,usa 45/180,,,,reliable
syriahr.com,usa (45/180 press freedom),left-center,mixed,,organization/foundation,medium traffic,high credibility,mixed
tarbell.org,usa,,high,usa 45/180,,,,reliable
taxjustice.net,united kingdom (33/180 press freedom),left-center,high,,organization/foundation,minimal traffic,high credibility,reliable
taxpolicycenter.org,usa (44/180 press freedom),left-center,high,,organization/foundation,medium traffic,high credibility,reliable
techcrunch.com,usa (44/180 press freedom),left-center,high,,website,high traffic,high credibility,reliable
techdirt.com,usa,,high,usa 45/180,,,,reliable
texasmonthly.com,usa (44/180 press freedom),left-center,high,,magazine,medium traffic,high credibility,reliable
asahi.com,japan,,high,japan 66/180,,,,reliable
app.com,usa,,high,usa 45/180,,,,reliable
augustachronicle.com,usa (44/180 press freedom),left-center,high,,newspaper,medium traffic,high credibility,reliable
thebipartisanpress.com,usa,,high,usa 45/180,,,,reliable
myrgv.com,usa,,high,usa 45/180,,,,reliable
thebureauinvestigates.com,united kingdom (35/180 press freedom),left-center,high,,organization/foundation,medium traffic,high credibility,reliable
tcf.org,usa,,high,usa 45/180,,,,reliable
nownews.com,taiwan,,mixed,taiwan 43/180,,,,mixed
thechristianleft.org,usa,,mixed,usa 45/180,,,,mixed
chronicle.com,usa,,high,usa 45/180,,,,reliable
thecitizen.org.au,australia (26/180 press freedom),left-center,high,,organization/foundation,minimal traffic,high credibility,reliable
courier-journal.com,usa (45/180 press freedom),left-center,high,,newspaper,medium traffic,high credibility,reliable
daltondailycitizen.com,usa (44/180 press freedom),left-center,high,,newspaper,medium traffic,high credibility,reliable
dailyclimate.org,usa,,high,usa 45/180,,,,reliable
dailyhive.com,canada (14/180 press freedom),left-center,mixed,,website,high traffic,high credibility,mixed
dailytarheel.com,usa (44/180 press freedom),left-center,high,,newspaper,medium traffic,high credibility,reliable
theday.com,usa (44/180 press freedom),left-center,high,,newspaper,medium traffic,high credibility,reliable
ecfr.eu,germany (13/180 press freedom),left-center,high,,organization/foundation,medium traffic,high credibility,reliable
lehighvalleylive.com,usa,,high,usa 45/180,,,,reliable
forward.com,usa,,high,usa 45/180,,,,reliable
readfrontier.org,usa,,high,usa 45/180,,,,reliable
heraldnet.com,usa (44/180 press freedom),left-center,high,,newspaper,medium traffic,high credibility,reliable
thehilltalk.com,usa,,high,usa 45/180,,,,reliable
thehindu.com,india,,mixed,india 142/180,,,,mixed
thehumanist.com,usa,,high,usa 45/180,,,,reliable
indianexpress.com,india (142/180 press freedom),left-center,mixed,,newspaper,high traffic,medium credibility,mixed
thejakartapost.com,indonesia,,mixed,indonesia 119/180,,,,mixed
lohud.com,usa,,high,usa 45/180,,,,reliable
thelocal.no,norway,,high,norway 1/180,,,,reliable
themoderatevoice.com,usa,,high,usa 45/180,,,,reliable
alaraby.co.uk,united kingdom(33/180 press freedom),left-center,mixed,,website,medium traffic,high credibility,mixed
thenewtropic.com,usa (44/180 press freedom),left-center,high,,website,minimal traffic,high credibility,reliable
thenewstribune.com,usa,,high,usa 45/180,,,,reliable
newstimes.com,usa,,high,usa 45/180,,,,reliable
typemediacenter.org,usa,,high,usa 45/180,,,,reliable
calgaryherald.com,canada,,high,canada 16/180,,,,reliable
thecjn.ca,canada (14/180 press freedom),right-center,high,,organization/foundation,minimal traffic,high credibility,reliable
taxpayer.com,canada (14/180 press freedom),right-center,high,,organization/foundation,medium traffic,high credibility,reliable
detroitnews.com,usa (44/180 press freedom),right-center,high,,newspaper,high traffic,high credibility,reliable
star-telegram.com,usa,,high,usa 48/180,,,,reliable
freedomalliance.org,usa,,high,usa 48/180,,,,reliable
insidesources.com,usa,,mixed,usa 45/180,,,,mixed
theihs.org,usa,,high,usa 45/180,,,,reliable
independent.ie,ireland,,mixed,ireland 13/180,,,,mixed
jewishbreakingnews.com,israel,,mixed,israel 88/180,,,,mixed
jewishjournal.com,usa,,high,usa 48/180,,,,reliable
jns.org,usa,,high,usa 45/180 (2020),,,,reliable
justfactsdaily.com,usa (44/180 press freedom),right-center,mixed,,website,minimal traffic,medium credibility,mixed
koreaherald.com,south korea (42/180 press freedom),right-center,mixed,,newspaper,medium traffic,high credibility,mixed
kutv.com,usa,,high,usa 45/180,,,,reliable
lmtonline.com,usa,,high,usa 45/180,,,,reliable
reviewjournal.com,usa (44/180 press freedom),right-center,high,,newspaper,high traffic,high credibility,reliable
learnliberty.org,usa,,high,usa 45/180,,,,reliable
lexingtoninstitute.org,usa,,high,usa 45/180,,,,reliable
libertarianism.org,usa,,high,usa 45/180,,,,reliable
listverse.com,united kingdom,,mixed,uk 35/180,,,,mixed
lfpress.com,canada,,mixed,canada 16/180,,,,mixed
dailynews.com,usa,,high,usa 45/180,,,,reliable
lubbockonline.com,usa,,high,usa 45/180,,,,reliable
mackinac.org,usa,,mixed,usa 45/180,,,,mixed
malaysia-today.net,malaysia,,mixed,malaysia 101/180,,,,mixed
unionleader.com,usa,,high,usa 45/180,,,,reliable
manilatimes.net,philippines,,mixed,philippines 136/180,,,,mixed
mercatus.org,usa,,high,usa 45/180,,,,reliable
metabunk.org,usa,,high,usa 45/180,,,,reliable
mtdemocrat.com,usa,,high,usa 45/180,,,,reliable
nationalaffairs.com,usa,,high,usa 45/180,,,,reliable
nos.nl,netherlands,,high,netherlands 5/180,,,,reliable
news-gazette.com,usa,,high,usa 45/180,,,,reliable
nikkei.com,japan (67/180 press freedom),right-center,high,,magazine,high traffic,high credibility,reliable
nj1015.com,usa,,high,usa 45/180,,,,reliable
omaha.com,usa,,high,usa 45/180,,,,reliable
opendoorsusa.org,usa,,mixed,usa 45/180,,,,mixed
ocregister.com,usa,,high,usa 45/180,,,,reliable
ottawacitizen.com,canada (14/180 press freedom),right-center,high,,newspaper,medium traffic,high credibility,reliable
ottawasun.com,canada,,high,canada 16/180,,,,reliable
pacificresearch.org,usa,,mixed,usa 45/180,,,,mixed
peninsuladailynews.com,usa,,high,usa 45/180,,,,reliable
post-gazette.com,usa (44/180 press freedom),right-center,high,,newspaper,high traffic,high credibility,reliable
triblive.com,usa (44/180 press freedom),right-center,high,,newspaper,high traffic,high credibility,reliable
policyed.org,usa,,high,usa 45/180,,,,reliable
politisite.com,usa,,high,usa 45/180,,,,reliable
postbulletin.com,usa,,high,usa 45/180,,,,reliable
rstreet.org,usa (44/180 press freedom),right-center,high,,organization/foundation,minimal traffic,high credibility,reliable
realcleardefense.com,usa,,mixed,usa 45/180,,,,mixed
realclearinvestigations.com,usa (44/180 press freedom),right-center,mixed,,website,medium traffic,high credibility,mixed
realclearpolicy.com,usa,,mixed,usa 45/180,,,,mixed
realclearreligion.org,usa,,mixed,usa 45/180,,,,mixed
valleynewslive.com,usa (45/180 press freedom),least biased,high,,tv station,medium traffic,high credibility,reliable
leaderpost.com,canada,,high,canada 16/180,,,,reliable
cato.org,usa,,high,usa 45/180,,,,reliable
remingtonresearchgroup.com,usa (44/180 press freedom),right-center,high,,website,minimal traffic,high credibility,reliable
republicworld.com,india (142/180 press freedom),right-center,mixed,,tv station,high traffic,low credibility,mixed
richmond.com,usa,,high,usa 45/180,,,,reliable
srnnews.com,usa,,high,usa 45/180,,,,reliable
sbsun.com,usa,,high,usa 45/180,,,,reliable
thestarphoenix.com,canada,,high,canada 16/180,,,,reliable
savannahnow.com,usa,,high,usa 45/180,,,,reliable
sofrep.com,usa (45/180 press freedom),right-center,mixed,,website,medium traffic,high credibility,mixed
twincities.com,usa (44/180 press freedom),right-center,high,,newspaper,medium traffic,high credibility,reliable
studentnewsdaily.com,usa (45/180 press freedom),right-center,mixed,,organization/foundation,minimal traffic,medium credibility,mixed
tallahassee.com,usa (45/180 press freedom),right-center,high,,website,,high credibility,reliable
tharawat-magazine.com,united arab emirates,,high,united arab emirates 131/180,,,,reliable
algemeiner.com,usa,,high,usa 45/180,,,,reliable
the-american-interest.com,usa,,high,usa 45/180,,,,reliable
thebrunswicknews.com,usa (44/180 press freedom),right-center,high,,newspaper,medium traffic,high credibility,reliable
citizen.co.za,south africa (32/180 press freedom),right-center,high,,newspaper,medium traffic,high credibility,reliable
couriermail.com.au,australia,,high,australia 26/180,,,,reliable
durangoherald.com,usa,,high,usa 45/180,,,,reliable
thefiscaltimes.com,usa,,high,usa 45/180 (2020),,,,reliable
thegazette.com,usa,,high,usa 45/180,,,,reliable
the-japan-news.com,japan,,high,japan 66/180,,,,reliable
jpost.com,israel (86/180 press freedom),right-center,high,,magazine,high traffic,high credibility,reliable
jewishpress.com,usa (45/180 press freedom),right-center,high,,newspaper,medium traffic,high credibility,reliable
journal-news.net,usa,,high,usa 45/180,,,,reliable
theledger.com,usa,,high,usa 45/180,,,,reliable
thelibertarianrepublic.com,usa,,mixed,usa 45/180,,,,mixed
nation.com.pk,pakistan (145/180 press freedom),right-center,mixed,,newspaper,medium traffic,medium credibility,mixed
thenewatlantis.com,usa (44/180 press freedom),right-center,high,,journal,minimal traffic,high credibility,reliable
altnewsmedia.net,united kingdom (33/180 press freedom),right,mixed,,website,minimal traffic,low credibility,mixed
bizpacreview.com,usa (44/180 press freedom),right,mixed,,website,medium traffic,medium credibility,mixed
colddeadhands.us,usa,,mixed,usa 48/180,,,,mixed
conservativetoday.com,usa,,mixed,usa 45/180,,,,mixed
thedailyliberator.com,usa,,mixed,usa 45/180,,,,mixed
dailyreckoning.com,usa (44/180 press freedom),right,mixed,,website,medium traffic,medium credibility,mixed
dcstatesman.com,usa,,mixed,usa 45/180,,,,mixed
ifstudies.org,usa,,mixed,usa 45/180,,,,mixed
intellectualtakeout.org,usa (44/180 press freedom),right,mixed,,organization/foundation,medium traffic,high credibility,mixed
investors.com,usa (45/180 press freedom),right,mixed,,newspaper,high traffic,medium credibility,mixed
israelhayom.com,israel,,mixed,israel 88/180,,,,mixed
jewishworldreview.com,usa,,mixed,usa 45/180 (2020),,,,mixed
judicialnetwork.com,usa,,mixed,usa 45/180,,,,mixed
legalinsurrection.com,usa (44/180 press freedom),right,mixed,,website,medium traffic,high credibility,mixed
libertynation.com,usa,,mixed,usa 45/180,,,,mixed
lifezette.com,usa,,mixed,usa 45/180,,,,mixed
loneconservative.com,usa,,mixed,usa 45/180,,,,mixed
lozierinstitute.org,usa,,mixed,usa 45/180,,,,mixed
manhattan-institute.org,usa (44/180 press freedom),right,mixed,,organization/foundation,medium traffic,medium credibility,mixed
mediaequalizer.com,usa,,mixed,usa 45/180,,,,mixed
nationalreview.com,usa (44/180 press freedom),right,mixed,,magazine,high traffic,high credibility,mixed
nraila.org,usa,,mixed,usa 45/180,,,,mixed
ntknetwork.com,usa,,mixed,usa 45/180,,,,mixed
ontarioproud.ca,canada,,high,canada 16/180,,,,reliable
openvaers.com,unknown,right,mixed,,website,medium traffic,medium credibility,mixed
panampost.com,usa,,high,usa 45/180,,,,reliable
patriotnewsalerts.com,usa,,mixed,usa 45/180,,,,mixed
patriotnewsdaily.com,usa,,mixed,usa 45/180,,,,mixed
patriotretort.com,usa,,mixed,usa 45/180,,,,mixed
pluralist.com,usa,,mixed,usa 45/180,,,,mixed
politichicks.com,usa,,mixed,usa 45/180,,,,mixed
populistwire.com,usa,,mixed,usa 45/180,,,,mixed
powerlineblog.com,usa,,mixed,usa 45/180,,,,mixed
regated.com,usa,,mixed,usa 45/180,,,,mixed
ricochet.com,usa (44/180 press freedom),right,mixed,,website,minimal traffic,medium credibility,mixed
savejersey.com,usa,,high,usa 45/180,,,,reliable
sentinelksmo.org,usa (44/180 press freedom),right,mixed,,organization/foundation,minimal traffic,medium credibility,mixed
sbgi.net,usa (44/180 press freedom),right,mixed,,tv stations,high traffic,medium credibility,mixed
spiked-online.com,united kingdom (33/180 press freedom),right,mixed,,magazine,medium traffic,medium credibility,mixed
standpointmag.co.uk,united kingdom,,mixed,uk 35/180,,,,mixed
starpolitical.com,usa,,mixed,usa 45/180,,,,mixed
americanmind.org,usa (44/180 press freedom),right-center,mixed,,website,medium traffic,medium credibility,mixed
theconservativenut.gop,usa,,mixed,usa 45/180,,,,mixed
conservativewoman.co.uk,united kingdom (33/180 press freedom),right,mixed,,website,medium traffic,medium credibility,mixed
